FNFNUM,TAXON,TAXAUTHOR,GENUS,SPECIES,SUBSPECIES,VARIETY,FORMA,CULTIVAR,SPAUT,SPSAUT,SPVAUT,SPFAUT,CULTAUT,FAMILY,SPCMT,PLCO,TAXNO,VALIDTAXNO,GRINVERIFY,USEAGE,USERID,CREATED,MODIFIED
"1902","Lespedeza cyrtobotrya","","Lespedeza","cyrtobotrya","","","","","","","","","","Fabaceae","","","21858","21858","","M","DUKE","10-DEC-97","15-JUL-05"
"1766","Lespedeza davidii","","Lespedeza","davidii","","","","","","","","","","Fabaceae","","","21861","21861","","M","DUKE","10-DEC-97","15-JUL-05"
"557","Levisticum officinale","KOCH","Levisticum","officinale","","","","","KOCH","","","","","Apiaceae","","464191001","22014","22014","","F","DUKE","10-DEC-97","15-JUL-05"
"1233","Licania platypus","FRITSCH.","Licania","platypus","","","","","FRITSCH.","","","","","Chrysobalanaceae","","","22043","22043","","","DUKE","10-DEC-97","15-JUL-05"
"1400","Licania rigida","BENTH.","Licania","rigida","","","","","BENTH.","","","","","Chrysobalanaceae","","","22044","22044","","","DUKE","10-DEC-97","15-JUL-05"
"558","Ligustrum japonicum","THUNB.","Ligustrum","japonicum","","","","","THUNB.","","","","","Oleaceae","","","22079","22079","","M","DUKE","10-DEC-97","15-JUL-05"
"559","Ligustrum lucidum","W. T. AITON","Ligustrum","lucidum","","","","","W. T. AITON","","","","","Oleaceae","","","22082","22082","","M","DUKE","10-DEC-97","15-JUL-05"
"560","Ligustrum vulgare","L.","Ligustrum","vulgare","","","","","L.","","","","","Oleaceae","","","22101","22101","","M","DUKE","10-DEC-97","15-JUL-05"
"1600","Limnophila rugosa","","Limnophila","rugosa","","","","","","","","","","Scrophulariaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1234","Limonia acidissima","L.","Limonia","acidissima","","","","","L.","","","","","Rutaceae","","","22253","22253","","","DUKE","10-DEC-97","15-JUL-05"
"561","Linum usitatissimum","L.","Linum","usitatissimum","","","","","L.","","","","","Linaceae","","293003001","22361","22361","","F","DUKE","10-DEC-97","15-JUL-05"
"1203","Lippia alba","(MILL.) N.E. BR.","Lippia","alba","","","","","(MILL.) N.E. BR.","","","","","Verbenaceae","","","22367","22367","","M","DUKE","10-DEC-97","15-JUL-05"
"562","Lippia dulcis","TREV.","Lippia","dulcis","","","","","TREV.","","","","","Verbenaceae","","533013005","","","","M","DUKE","10-DEC-97","15-JUL-05"
"563","Lippia graveolens","HBK","Lippia","graveolens","","","","","HBK","","","","","Verbenaceae","","","101142","101142","","M","DUKE","10-DEC-97","15-JUL-05"
"564","Liquidambar orientalis","MILLER","Liquidambar","orientalis","","","","","MILLER","","","","","Hamamelidaceae","","","22378","22378","","M","DUKE","10-DEC-97","15-JUL-05"
"565","Liquidambar styraciflua","L.","Liquidambar","styraciflua","","","","","L.","","","","","Hamamelidaceae","","270004001","22379","22379","","M","DUKE","10-DEC-97","15-JUL-05"
"1767","Lithocarpus attenuata","","Lithocarpus","attenuata","","","","","","","","","","Fagaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1601","Lithocarpus cornea","","Lithocarpus","cornea","","","","","","","","","","Fagaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1602","Lithocarpus elizabethae","","Lithocarpus","elizabethae","","","","","","","","","","Fagaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1603","Lithocarpus haipinii","","Lithocarpus","haipinii","","","","","","","","","","Fagaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1604","Lithocarpus polystachya","","Lithocarpus","polystachya","","","","","","","","","","Fagaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"566","Lobelia inflata","L.","Lobelia","inflata","","","","","L.","","","","","Campanulaceae","","572051001","22466","22466","","M","DUKE","10-DEC-97","15-JUL-05"
"567","Lobelia tupa","L.","Lobelia","tupa","","","","","L.","","","","","Campanulaceae","","","429698","429698","","M","DUKE","10-DEC-97","15-JUL-05"
"568","Lolium temulentum","L.","Lolium","temulentum","","","","","L.","","","","","Poaceae","","38295004","22502","22502","","M","DUKE","10-DEC-97","15-JUL-05"
"569","Lonicera japonica","THUNB.","Lonicera","japonica","","","","","THUNB.","","","","","Caprifoliaceae","","565009001","22588","22588","","M","DUKE","10-DEC-97","15-JUL-05"
"570","Lophatherum gracile","BROGN.","Lophatherum","gracile","","","","","BROGN.","","","","","Poaceae","","","423462","423462","","M","DUKE","10-DEC-97","15-JUL-05"
"571","Lophophora williamsii","(LEMAIRE) COULT.","Lophophora","williamsii","","","","","(LEMAIRE) COULT.","","","","","Cactaceae","","","22667","22667","","M","DUKE","10-DEC-97","15-JUL-05"
"1315","Ludwigia adscendens","","Ludwigia","adscendens","","","","","","","","","","Onagraceae","","","403780","403780","","","DUKE","10-DEC-97","15-JUL-05"
"1316","Ludwigia epilobioides","","Ludwigia","epilobioides","","","","","","","","","","Onagraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1768","Ludwigia parviflora","","Ludwigia","parviflora","","","","","","","","","","Onagraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1317","Ludwigia perennis","L.","Ludwigia","perennis","","","","","L.","","","","","Onagraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"572","Luffa aegyptiaca","MILLER","Luffa","aegyptiaca","","","","","MILLER","","","","","Cucurbitaceae","","","22788","22788","","F","DUKE","10-DEC-97","15-JUL-05"
"1769","Luisia indivisa","","Luisia","indivisa","","","","","","","","","","Orchidaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1605","Lumnitzera racemosa","","Lumnitzera","racemosa","","","","","","","","","","Combretaceae","","","417530","417530","","M","DUKE","10-DEC-97","15-JUL-05"
"573","Lupinus albus","L.","Lupinus","albus","","","","","L.","","","","","Fabaceae","","283238001","22802","22802","","F","DUKE","10-DEC-97","15-JUL-05"
"1903","Lupinus angustifolius","","Lupinus","angustifolius","","","","","","","","","","Fabaceae","","","22805","22805","","M","DUKE","10-DEC-97","15-JUL-05"
"1904","Lupinus luteus","","Lupinus","luteus","","","","","","","","","","Fabaceae","","","22838","22838","","M","DUKE","10-DEC-97","15-JUL-05"
"574","Lupinus mutabilis","SWEET","Lupinus","mutabilis","","","","","SWEET","","","","","Fabaceae","","283238011","22844","22844","","F","DUKE","10-DEC-97","15-JUL-05"
"1905","Lupinus perennis","","Lupinus","perennis","","","","","","","","","","Fabaceae","","","22852","22852","","M","DUKE","10-DEC-97","15-JUL-05"
"1906","Lupinus polyphyllus","","Lupinus","polyphyllus","","","","","","","","","","Fabaceae","","","22855","22855","","M","DUKE","10-DEC-97","15-JUL-05"
"575","Lycium chinense","MILL.","Lycium","chinense","","","","","MILL.","","","","","Solanaceae","","540003001","22942","22942","","M","DUKE","10-DEC-97","15-JUL-05"
"576","Lycopersicon esculentum","MILLER","Lycopersicon","esculentum","","","","","MILLER","","","","","Solanaceae","","540084003","22955","22955","","F","DUKE","10-DEC-97","15-JUL-05"
"577","Lycopodium clavatum","L.","Lycopodium","clavatum","","","","","L.","","","","","Lycopodiaceae","","14002","431024","431024","","M","DUKE","10-DEC-97","15-JUL-05"
"578","Lycopodium serratum","THUNB.","Lycopodium","serratum","","","","","THUNB.","","","","","Lycopodiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"579","Lycopus americanus","MUHL.","Lycopus","americanus","","","","","MUHL.","","","","","Lamiaceae","","","430583","430583","","G","DUKE","10-DEC-97","15-JUL-05"
"580","Lycopus europeus","L.","Lycopus","europeus","","","","","L.","","","","","Lamiaceae","","","","","","G","DUKE","10-DEC-97","15-JUL-05"
"1770","Lycopus lucidus","","Lycopus","lucidus","","","","","","","","","","Lamiaceae","","","423464","423464","","M","DUKE","10-DEC-97","15-JUL-05"
"581","Lycopus uniflorus","MICHX.","Lycopus","uniflorus","","","","","MICHX.","","","","","Lamiaceae","","","22976","22976","","G","DUKE","10-DEC-97","15-JUL-05"
"582","Lycopus virginicus","L.","Lycopus","virginicus","","","","","L.","","","","","Lamiaceae","","","316739","316739","","G","DUKE","10-DEC-97","15-JUL-05"
"583","Lycoris radiata","HERB.","Lycoris","radiata","","","","","HERB.","","","","","Liliaceae","","","22982","22982","","M","DUKE","10-DEC-97","15-JUL-05"
"584","Lycoris squamigera","MAXIM.","Lycoris","squamigera","","","","","MAXIM.","","","","","Liliaceae","","","22986","22986","","M","DUKE","10-DEC-97","15-JUL-05"
"585","Lygodium japonicum","(THUNB.) SW.","Lygodium","japonicum","","","","","(THUNB.) SW.","","","","","Schizaeaceae","","","403435","403435","","M","DUKE","10-DEC-97","15-JUL-05"
"1907","Lygos monosperma","","Lygos","monosperma","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1908","Lygos raetum","","Lygos","raetum","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"586","Lythrum salicaria","L.","Lythrum","salicaria","","","","","L.","","","","","Lythraceae","","","23022","23022","","M","DUKE","10-DEC-97","15-JUL-05"
"1909","Maackia amurensis","","Maackia","amurensis","","","","","","","","","","Fabaceae","","","23023","23023","","M","DUKE","10-DEC-97","15-JUL-05"
"587","Macadamia spp","","Macadamia","spp","","","","","","","","","","Proteaceae","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"1401","Macfadyena uncata","(ANDREWS) SPRAGUE & SANDW.","Macfadyena","uncata","","","","","(ANDREWS) SPRAGUE & SANDW.","","","","","Bignoniaceae","","","23045","23045","","","DUKE","10-DEC-97","15-JUL-05"
"1170","Machaerocereus gummosus","","Machaerocereus","gummosus","","","","","","","","","","Cactaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"588","Macleaya cordata","R. BROWN","Macleaya","cordata","","","","","R. BROWN","","","","","Papaveraceae","","","23058","23058","","M","DUKE","10-DEC-97","15-JUL-05"
"1910","Macroptylium atropurpureum","(MOC. & SESSE EX DC) URBAN","Macroptylium","atropurpureum","","","","","(MOC. & SESSE EX DC) URBAN","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1911","Macroptylium bracteatum","(NEES & C. MART.) R. MARECHAL & BAUDET","Macroptylium","bracteatum","","","","","(NEES & C. MART.) R. MARECHAL & BAUDET","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1912","Macroptylium lathyroides","(L.) URBAN","Macroptylium","lathyroides","","","","","(L.) URBAN","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1913","Macroptylium martii","(BENTH.) MARECHAL & BAUDET","Macroptylium","martii","","","","","(BENTH.) MARECHAL & BAUDET","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1914","Macrotyloma axillare","(E. MEYER) VERDC.","Macrotyloma","axillare","","","","","(E. MEYER) VERDC.","","","","","Fabaceae","","","104908","104908","","M","DUKE","10-DEC-97","15-JUL-05"
"1915","Macrotyloma uniflora","(LAM.) VERDC.","Macrotyloma","uniflora","","","","","(LAM.) VERDC.","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1771","Madhuca microphylla","","Madhuca","microphylla","","","","","","","","","","Sapotaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1426","Madhuca nerifolia","THW.","Madhuca","nerifolia","","","","","THW.","","","","","Sapotaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"589","Magnolia denudata","DESR.","Magnolia","denudata","","","","","DESR.","","","","","Magnoliaceae","","","23102","23102","","M","DUKE","10-DEC-97","15-JUL-05"
"590","Magnolia fargesii","CHENG","Magnolia","fargesii","","","","","CHENG","","","","","Magnoliaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"591","Magnolia kobus","DC.","Magnolia","kobus","","","","","DC.","","","","","Magnoliaceae","","","23113","23113","","M","DUKE","10-DEC-97","15-JUL-05"
"592","Magnolia officinalis","REHDER & E. H. WILSON","Magnolia","officinalis","","","","","REHDER & E. H. WILSON","","","","","Magnoliaceae","","","23124","23124","","M","DUKE","10-DEC-97","15-JUL-05"
"593","Mahonia aquifolium","(PURSH) NUTT.","Mahonia","aquifolium","","","","","(PURSH) NUTT.","","","","","Berberidaceae","Syns:Berberis aquifolium,Berberis diversifolia,M.diversifoli","","23157","23157","","M","DUKE","10-DEC-97","15-JUL-05"
"1402","Malachra alaceaefolia","","Malachra","alaceaefolia","","","","","","","","","","Malvaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1403","Malachra capitata","L.","Malachra","capitata","","","","","L.","","","","","Malvaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"594","Malpighia glabra","L.","Malpighia","glabra","","","","","L.","","","","","Malpighiaceae","","313051002","23206","23206","","C","DUKE","10-DEC-97","15-JUL-05"
"595","Malus domestica","BORKH.","Malus","domestica","","","","","BORKH.","","","","","Rosaceae","Synonyms: Malus malus, M. pumila, M. sylvestris, Pyrus malus","","104681","104681","","F","DUKE","10-DEC-97","15-JUL-05"
"596","Malva neglecta","WALLR.","Malva","neglecta","","","","","WALLR.","","","","","Malvaceae","","375013001","23305","23305","","G","DUKE","10-DEC-97","15-JUL-05"
"597","Malva parviflora","L.","Malva","parviflora","","","","","L.","","","","","Malvaceae","","375013003","90031","90031","","G","DUKE","10-DEC-97","15-JUL-05"
"598","Malva sylvestris","L.","Malva","sylvestris","","","","","L.","","","","","Malvaceae","","","23307","23307","","G","DUKE","10-DEC-97","15-JUL-05"
"1235","Mammea americana","L.","Mammea","americana","","","","","L.","","","","","Clusiaceae","","","23319","23319","","F","DUKE","10-DEC-97","15-JUL-05"
"599","Mandragora officinarum","L.","Mandragora","officinarum","","","","","L.","","","","","Solanaceae","","540037001","23342","23342","","M","DUKE","10-DEC-97","15-JUL-05"
"600","Mangifera indica","L.","Mangifera","indica","","","","","L.","","","","","Anacardiaceae","","","23351","23351","","F","DUKE","10-DEC-97","15-JUL-05"
"601","Manihot esculenta","CRANTZ","Manihot","esculenta","","","","","CRANTZ","","","","","Euphorbiaceae","","","431678","431678","","F","DUKE","10-DEC-97","15-JUL-05"
"1236","Manilkara zapota","VAN ROYEN","Manilkara","zapota","","","","","VAN ROYEN","","","","","Sapotaceae","","","102614","102614","","F","DUKE","10-DEC-97","15-JUL-05"
"602","Maranta arundinacea","L.","Maranta","arundinacea","","","","","L.","","","","","Marantaceae","","","23393","23393","","F","DUKE","10-DEC-97","15-JUL-05"
"604","Marrubium vulgare","L.","Marrubium","vulgare","","","","","L.","","","","","Lamiaceae","","538029001","23450","23450","","G","DUKE","10-DEC-97","15-JUL-05"
"603","Marsdenia reichenbachii","TRIANA","Marsdenia","reichenbachii","","","","","TRIANA","","","","","Asclepiadaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"605","Matricaria recutita","L.","Matricaria","recutita","","","","","L.","","","","","Asteraceae","Synms: Chamomilla recutita (L)Rauschert, M. chamomilla auct.","","104435","104435","","G","DUKE","10-DEC-97","15-JUL-05"
"1404","Matteuccia pennsylvanica","(WILLD.) RAYM.","Matteuccia","pennsylvanica","","","","","(WILLD.) RAYM.","","","","","Dryopteridaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1237","Mauritia flexuosa","L.","Mauritia","flexuosa","","","","","L.","","","","","Arecaceae","","","23489","23489","","","DUKE","10-DEC-97","15-JUL-05"
"1772","Maytenus aquifolium","","Maytenus","aquifolium","","","","","","","","","","Celastraceae","","","23510","23510","","M","DUKE","10-DEC-97","15-JUL-05"
"1607","Maytenus canariensis","","Maytenus","canariensis","","","","","","","","","","Celastraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1608","Maytenus octogona","","Maytenus","octogona","","","","","","","","","","Celastraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1609","Maytenus senegalensis","","Maytenus","senegalensis","","","","","","","","","","Celastraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"606","Medicago sativa subsp. sativa","","Medicago","sativa","sativa","","","","L.","","","","","Fabaceae","","283254006","300359","300359","","G","DUKE","10-DEC-97","15-JUL-05"
"1273","Melaleuca alternifolia","(MAIDEN & BETCHE) CHEEL","Melaleuca","alternifolia","","","","","(MAIDEN & BETCHE) CHEEL","","","","","Myrtaceae","","","402629","402629","","G","DUKE","10-DEC-97","15-JUL-05"
"1275","Melaleuca bracteata","F. VON MUELL.","Melaleuca","bracteata","","","","","F. VON MUELL.","","","","","Myrtaceae","","","312834","312834","","","DUKE","10-DEC-97","15-JUL-05"
"2120","Melaleuca cajuputi","POWELL","Melaleuca","cajuputi","","","","","POWELL","","","","","Myrtaceae","","","23778","23778","","M","DUKE","10-DEC-97","15-JUL-05"
"607","Melaleuca leucadendra","(L.)  L.","Melaleuca","leucadendra","","","","","(L.)  L.","","","","","Myrtaceae","","","23805","23805","","M","DUKE","10-DEC-97","15-JUL-05"
"1610","Melaleuca leucadendron","","Melaleuca","leucadendron","","","","","","","","","","Myrtaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1274","Melaleuca linariifolia","SMITH","Melaleuca","linariifolia","","","","","SMITH","","","","","Myrtaceae","","","23806","23806","","","DUKE","10-DEC-97","15-JUL-05"
"2121","Melaleuca sp","","Melaleuca","sp","","","","","","","","","","Myrtaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1276","Melaleuca viridiflora","SOLAND.EX GAERTN.","Melaleuca","viridiflora","","","","","SOLAND.EX GAERTN.","","","","","Myrtaceae","","","23906","23906","","","DUKE","10-DEC-97","15-JUL-05"
"1195","Melanoxylon brauna","","Melanoxylon","brauna","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"5004","Meleleuca howeana","CHEEL","Meleleuca","howeana","","","","","CHEEL","","","","","","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"608","Melia azedarach","L.","Melia","azedarach","","","","","L.","","","","","Meliaceae","","","23936","23936","","M","DUKE","10-DEC-97","15-JUL-05"
"1238","Melicoccus bijugatas","JACQ.","Melicoccus","bijugatas","","","","","JACQ.","","","","","Sapindaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"609","Melilotus alba","MEDIK.","Melilotus","alba","","","","","MEDIK.","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"610","Melilotus indica","LAM.","Melilotus","indica","","","","","LAM.","","","","","Fabaceae","","283255002","","","","M","DUKE","10-DEC-97","15-JUL-05"
"611","Melilotus officinalis","LAM.","Melilotus","officinalis","","","","","LAM.","","","","","Fabaceae","","283255003","24009","24009","","M","DUKE","10-DEC-97","15-JUL-05"
"612","Melissa officinalis","L.","Melissa","officinalis","","","","","L.","","","","","Lamiaceae","","538095001","24036","24036","","G","DUKE","10-DEC-97","15-JUL-05"
"1436","Melochia tomentosa","L.","Melochia","tomentosa","","","","","L.","","","","","Sterculiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"613","Menispermum canadense","L.","Menispermum","canadense","","","","","L.","","","","","Menispermaceae","","","410360","410360","","M","DUKE","10-DEC-97","15-JUL-05"
"614","Mentha aquatica","L.","Mentha","aquatica","","","","","L.","","","","","Lamiaceae","","538119009","24068","24068","","G","DUKE","10-DEC-97","15-JUL-05"
"615","Mentha arvensis var. piperascens","MALINV. EX L. H. BAILEY","Mentha","arvensis var. piperascens","","","","","MALINV. EX L. H. BAILEY","","","","","Lamiaceae","Snonym of Mentha canadensis L.","538119001","","","","G","DUKE","10-DEC-97","15-JUL-05"
"616","Mentha longifolia","(L.) HUDS.","Mentha","longifolia","","","","","(L.) HUDS.","","","","","Lamiaceae","","","24076","24076","","G","DUKE","10-DEC-97","15-JUL-05"
"617","Mentha pulegium","L.","Mentha","pulegium","","","","","L.","","","","","Lamiaceae","","538119004","24079","24079","","G","DUKE","10-DEC-97","15-JUL-05"
"2008","Mentha rotundifolia","","Mentha","rotundifolia","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2009","Mentha sp","","Mentha","sp","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"618","Mentha spicata","L.","Mentha","spicata","","","","","L.","","","","","Lamiaceae","Mentha crispa L. is a synonym","538119006","24082","24082","","G","DUKE","10-DEC-97","15-JUL-05"
"619","Mentha x piperita subsp. nothosubsp. piperita","","Mentha","x piperita","nothosubsp. piperita","","","","L.","","","","","Lamiaceae","","","","","","G","DUKE","10-DEC-97","15-JUL-05"
"620","Mentha x rotundifolia","(L.) HUDSON","Mentha","x rotundifolia","","","","","(L.) HUDSON","","","","","Lamiaceae","","","24080","24080","","G","DUKE","10-DEC-97","15-JUL-05"
"621","Menyanthes trifoliata","L.","Menyanthes","trifoliata","","","","","L.","","","","","Menyanthaceae","","","400088","400088","","M","DUKE","10-DEC-97","15-JUL-05"
"622","Mercurialis annua","L.","Mercurialis","annua","","","","","L.","","","","","Euphorbiaceae","","328086001","24100","24100","","M","DUKE","10-DEC-97","15-JUL-05"
"1773","Mesua ferrea","","Mesua","ferrea","","","","","","","","","","Clusiaceae","","","24194","24194","","M","DUKE","10-DEC-97","15-JUL-05"
"1774","Mesua myrtifolia","","Mesua","myrtifolia","","","","","","","","","","Clusiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1417","Metrosideros excelsa","SOLAND.","Metrosideros","excelsa","","","","","SOLAND.","","","","","Myrtaceae","","","24206","24206","","M","DUKE","10-DEC-97","15-JUL-05"
"5104","Metrosideros nervulosa","C. MOORE , F.MUELL.","Metrosideros","nervulosa","","","","","C. MOORE , F.MUELL.","","","","","Myrtaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"5103","Metrosideros sclerocarpa","DAWSON","Metrosideros","sclerocarpa","","","","","DAWSON","","","","","Myrtaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1405","Michelia alba","DC.","Michelia","alba","","","","","DC.","","","","","Magnoliaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1406","Michelia champaca","L.","Michelia","champaca","","","","","L.","","","","","Magnoliaceae","","","24232","24232","","","DUKE","10-DEC-97","15-JUL-05"
"1611","Micromeria benthamii","","Micromeria","benthamii","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2010","Micromeria congesta","BOISS. & HAUSSKN.","Micromeria","congesta","","","","","BOISS. & HAUSSKN.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2011","Micromeria croatica","","Micromeria","croatica","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2012","Micromeria dalmatica","","Micromeria","dalmatica","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2076","Micromeria fruticosa subsp. barbata","(BOISS. & KY.) P.H. DAVIS","Micromeria","fruticosa","barbata","","","","(L.) DRUCE","(BOISS. & KY.) P.H. DAVIS","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2075","Micromeria fruticosa","","Micromeria","fruticosa","","","","","","","","","","Lamiaceae","","","411425","411425","","M","DUKE","10-DEC-97","15-JUL-05"
"2013","Micromeria juliana","","Micromeria","juliana","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1407","Micromeria myrtifolia","BOISS. & HOHEN","Micromeria","myrtifolia","","","","","BOISS. & HOHEN","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2014","Micromeria teneriffae","","Micromeria","teneriffae","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2015","Micromeria thymifolia","","Micromeria","thymifolia","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2098","Micromeria varia subsp. thymoides","","Micromeria","varia","thymoides","","","","BENTH.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1408","Micromyrtus striata","J.W.GREEN","Micromyrtus","striata","","","","","J.W.GREEN","","","","","Myrtaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"624","Mimosa hostilis","BENTH.","Mimosa","hostilis","","","","","BENTH.","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"625","Mimosa pudica","L.","Mimosa","pudica","","","","","L.","","","","","Fabaceae","","","24405","24405","","M","DUKE","10-DEC-97","15-JUL-05"
"626","Mimulus glabratus","HBK.","Mimulus","glabratus","","","","","HBK.","","","","","Scrophulariaceae","","","24441","24441","","M","DUKE","10-DEC-97","15-JUL-05"
"1775","Mimusops littoralis","","Mimusops","littoralis","","","","","","","","","","Sapotaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2016","Minthostachys mollis","(KUNTH.) GRISEB","Minthostachys","mollis","","","","","(KUNTH.) GRISEB","","","","","Lamiaceae","","","403480","403480","","M","DUKE","10-DEC-97","15-JUL-05"
"627","Mirabilis expansa","R. & P.","Mirabilis","expansa","","","","","R. & P.","","","","","Nyctaginaceae","","","315430","315430","","F","DUKE","10-DEC-97","15-JUL-05"
"1318","Mirabilis jalapa","L.","Mirabilis","jalapa","","","","","L.","","","","","Nyctaginaceae","","","24469","24469","","","DUKE","10-DEC-97","15-JUL-05"
"2164","Mitchella repens","L.","Mitchella","repens","","","","","L.","","","","","Rubiaceae","","","402637","402637","","M","DUKE","10-DEC-97","15-JUL-05"
"5006","Mitracarpus scaber","ZUCC.","Mitracarpus","scaber","","","","","ZUCC.","","","","","Rubiaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"628","Mitragyna speciosa","KORTH.","Mitragyna","speciosa","","","","","KORTH.","","","","","Rubiaceae","","","417532","417532","","M","DUKE","10-DEC-97","15-JUL-05"
"1612","Mitrephora heyneana","","Mitrephora","heyneana","","","","","","","","","","Annonaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1916","Moghania macrophylla","","Moghania","macrophylla","","","","","","","","","","Fabaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"2017","Moldavica parviflora","(NUTT.) BRITT.","Moldavica","parviflora","","","","","(NUTT.) BRITT.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2018","Moldavica thymiflora","RYDB.","Moldavica","thymiflora","","","","","RYDB.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"631","Momordica charantia","L.","Momordica","charantia","","","","","L.","","","","","Cucurbitaceae","","","24520","24520","","F","DUKE","10-DEC-97","15-JUL-05"
"2077","Monarda citriodora","CERV. EX LAGASCA","Monarda","citriodora","","","","","CERV. EX LAGASCA","","","","","Lamiaceae","","","312135","312135","","M","DUKE","10-DEC-97","15-JUL-05"
"633","Monarda clinopodia","L.","Monarda","clinopodia","","","","","L.","","","","","Lamiaceae","","","402639","402639","","M","DUKE","10-DEC-97","15-JUL-05"
"634","Monarda didyma","L.","Monarda","didyma","","","","","L.","","","","","Lamiaceae","","","24535","24535","","M","DUKE","10-DEC-97","15-JUL-05"
"635","Monarda fistulosa","L.","Monarda","fistulosa","","","","","L.","","","","","Lamiaceae","","538087001","24536","24536","","G","DUKE","10-DEC-97","15-JUL-05"
"636","Monarda lindheimeri","ENGL. & GRAY","Monarda","lindheimeri","","","","","ENGL. & GRAY","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"637","Monarda media","WILLD.","Monarda","media","","","","","WILLD.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
