PLNA,PLCO,AUTHOR,VALID,PLCOS
"ANACARDIUM OCCIDENTALE","338004001","L.","","338004001"
"ANACARDIUM EXCELSUM","338004002","","","338004002"
"ANACARDIUM HUMILE","338004003","(L.)ST.HIL.","Y","338004003"
"ANACARDIUM MICROCARPUM","338004004","(L.)DUCKE","Y","338004004"
"ANACARDIUM OTHONIANUM","338004005","","","338004005"
"MELANORRHOEA USITATA","338007001","","","338007001"
"BOUEA SP","338008000","","","338008000"
"BOUEA MACROPHYLLA","338008001","","","338008001"
"SPONDIAS DULCIS","338010001","","","338010001"
"SPONDIAS MOMBIN","338010002","L.","","338010002"
"SPONDIAS PURPUREA","338010003","L.","","338010003"
"SPONDIAS TUBEROSA","338010004","","","338010004"
"SPONDIAS MANGIFERA","338010005","WILLD.","Y","338010005"
"ANTROCARYON MICRASTER","338011001","","","338011001"
"DRACONTOMELON MANGIFERUM","338014001","","","338014001"
"SCLEROCARYA CAFFRA","338016001","","","338016001"
"SCLEROCARYA BIERREA","338016002","","","338016002"
"TAPIRIA GUIANENSIS","338024001","AUBL.","S","338024001"
"TAPIRIA MARCHANDII","338024002","ENGL.","S","338024002"
"PISTACIA VERA","338026001","","","338026001"
"PISTACIA ATLANTICA","338026002","","","338026002"
"TRICOSCYPHA SP","338032000","","","338032000"
"SCHINUS MOLLE","338040001","","","338040001"
"SCHINUS TEREBINTHIFOLIUS","338040002","","","338040002"
"SCHINUS TEREBINTHIFOLIUS","338040003","RADDI","S","338040003"
"LITHRAEA AROEIRINHA","338041001","MARCH.EX.WARM.","S","338041001"
"COMOCLADIA CUNEATA","338048001","BRITT.","N","338048001"
"COMOCLADIA DENTATA","338048002","JACQ.","N","338048002"
"COMOCLADIA DODONAEA","338048003","(L.) BRITT.","N","338048003"
"COMOCLADIA GLABRA","338048004","(SCHULTES)SPRENG.","Y","338048004"
"METOPIUM TOXIFERUM","338049001","(L.)KRUG.&URB.","L","338049001"
"ASTRONIUM GRAVEOLENS","338053001","","","338053001"
"ASTRONIUM FRAXINIFOLIUM","338053002","SCHOTT","S","338053002"
"SCHINOPSIS BALANSAE","338055001","","","338055001"
"SCHINOPSIS LORENTZII","338055002","","","338055002"
"SEMECARPUS ANACARDIUM","338061001","","","338061001"
"TOXICODENDRON VERNICIFLUUM","338067001","","","338067001"
"TOXICODENDRON RADICANS","338067002","","","338067002"
"CYRILLA RACEMIFLORA","343003001","L.","N","343003001"
"PANDA OLEOSA","346001001","","","346001001"
"AQUIFOLIACEAE","347000000","","","347000000"
"ILEX","347001000","","N","347001000"
"ILEX PARAGUARIENSIS","347001001","","","347001001"
"ILEX VOMITORIA","347001002","","","347001002"
"ILEX TUERCKHEIMII","347001003","LOES.","N","347001003"
"ILEX AFFINIS","347001004","GARDN.","S","347001004"
"ILEX CONOCARPA","347001005","REISS.","S","347001005"
"ILEX LAGOENSIS","347001006","WARM.","S","347001006"
"ILEX LUNDII","347001007","WARM.","S","347001007"
"CELASTRACEAE","348000000","","","348000000"
"MAYTENUS DOMINGENSIS","348009001","KRUG & URB.","N","348009001"
"MAYTENUS BUXIFOLIA","348009002","(A. RICH.) GRISEB.","N","348009002"
"MAYTENUS ELLIPTICA","348009003","(LAM.)KRUG.&URB.","Y","348009003"
"MAYTENUS AQUIFOLIUM","348009004","MART.","S","348009004"
"MAYTENUS FLORIBUNDA","348009005","REISS.","S","348009005"
"MAYTENUS LAGOENSIS","348009006","WARM.","S","348009006"
"MAYTENUS PSEUDOCASEARIA","348009007","REISS.","S","348009007"
"MAYTENUS SALICIFOLIA","348009008","REISS.","S","348009008"
"CATHA EDULIS","348012001","","","348012001"
"PLENCKIA POPULNEA","348020001","REISS.","S","348020001"
"CASSINE EHRENBERGII","348024001","(URB.) ALAIN","N","348024001"
"CASSINE XYLOCARPA","348024002","VENT.","L","348024002"
"GYMINDA LATIFOLIA","348031001","(SW.) URB.","N","348031001"
"SCHAEFFERIA FRUTESCENS","348036001","JACQ.","N","348036001"
"SCHAEFFERIA EPHEDROIDES","348036002","URB.","N","348036002"
"CROSSOPETALUM RHACOMA","348043001","CRANTZ","N","348043001"
"RHYTIDOPHYLLUM AURICULATUM","349093002","HOOK.","Y","349093002"
"SIMARUBA GLAUCA","350006001","DC.","","350006001"
"HIPPOCRATEA VOLUBILIS","352002001","L.","N","352002001"
"HIPPOCRATEA MITCHELLAE","352002002","","P","352002002"
"HIPPOCRATEA OVATA","352002003","LAM.","S","352002003"
"HYLENAEA PRAECELSA","352002003","(MIERS)A.C.SMITH","H","352002003"
"PRINOSTEMMA ASPERA","352002003","(LAM.)MIERS","H","352002003"
"HIPPOCRATEA WARMINGII","352002004","PEYR.EX.FRITSCH","S","352002004"
"SALACIA CAMPESTRIS","352003001","WALP.","S","352003001"
"TONTELEA RICHARDII","352003001","(PEYRITSCH)A.C.SMITH","H","352003001"
"ANTHODON PANAMESE","352003002","A.C.SMITH","H","352003002"
"SALACIA COGNATA","352003002","PEYR.","S","352003002"
"SALACIA LACUNOSA","352003003","PEYR.","S","352003003"
"SALACIA LAXIFLORA","352003004","PEYR.","S","352003004"
"SALACIA MICRANTHA","352003005","U","S","352003005"
"SALACIA SERRATA","352003006","CAMBESS.","S","352003006"
"PRISTIMERA CARIBAEA","352004001","(URB.) A. C. SM.","N","352004001"
"TURPINIA PANICULATA","354002001","VENT.","N","354002001"
"VILLARESIA CONGONHA","355004001","MIERS","S","355004001"
"VILLARESIA MEGAPHYLLA","355004002","MIERS","S","355004002"
"ICACINA SENEGALENSIS","355025001","","","355025001"
"ACERACEAE","358000000","","","358000000"
"ACER SP.","358002000","","","358002000"
"ACER SACCHARUM","358002001","","","358002001"
"ACER PLATANOIDES","358002002","L.","","358002002"
"ACER PSEUDOPLATANUS","358002003","L.","","358002003"
"ACER MACROPHYLLUM","358002004","","","358002004"
"ACER NEGUNDO","358002005","","","358002005"
"ACER PENSYLVANICUM","358002006","","","358002006"
"ACER RUBRUM","358002007","","","358002007"
"ACER SACCHARINUM","358002008","","","358002008"
"ACER CAMPBELLII","358002009","","","358002009"
"ACER ORIENTALE","358002010","","","358002010"
"AESCULUS TURBINATA","359001001","","","359001001"
"AESCULUS HIPPOCASTANUM","359001002","L.","","359001002"
"BILLIA COLUMBIANA","359003001","","","359003001"
"SAPINDACEAE","361000000","","","361000000"
"SERJANIA DIVERSIFOLIA","361001001","(JACQ.) RADLK.","N","361001001"
"SERJANIA SINUATA","361001002","SCHUM.","N","361001002"
"SERJANIA POLYPHYLLA","361001003","(L.) RADLK.","N","361001003"
"SERJANIA CUNEOLATA","361001004","RADLK.","N","361001004"
"SERJANIA FILICIFOLIA","361001005","RADLK.","Y","361001005"
"SERJANIA RACEMOSA","361001006","","P","361001006"
"SERJANIA TALLONIANA","361001007","","P","361001007"
"SERJANIA COMATA","361001008","RADLK.","S","361001008"
"SERJANIA ERECTA","361001009","RADLK.","S","361001009"
"SERJANIA FUSCIFOLIA","361001010","RADLK.","S","361001010"
"SERJANIA GLABRATA","361001011","HBK.","S","361001011"
"SERJANIA GRANDIFLORA","361001012","CAMBESS.","S","361001012"
"SERJANIA LAROUTTEANA","361001013","CAMBESS.","S","361001013"
"SERJANIA LETHALIS","361001014","A.ST.HIL.","S","361001014"
"SERJANIA MANSIANA","361001015","MART.","S","361001015"
"SERJANIA MARGINATA","361001016","CASAR.","S","361001016"
"SERJANIA MERIDIONALIS","361001017","CAMBESS.","S","361001017"
"SERJANIA NOXIA","361001018","CAMBESS.","S","361001018"
"SERJANIA OBTUSIDENTATA","361001019","RADLK.","S","361001019"
"SERJANIA PARADOXA","361001020","RADLK.","S","361001020"
"SERJANIA PERULACEA","361001021","RADLK.","S","361001021"
"SERJANIA PINNATIFOLIA","361001022","RADLK.","S","361001022"
"SERJANIA REGNELLII","361001023","SCHLECHT.","S","361001023"
"SERJANIA RETICULATA","361001024","CAMBESS.","S","361001024"
"SERJANIA TRITIS","361001025","RADLK.","S","361001025"
"PAULLINIA CUPANA","361002001","","","361002001"
"PAULLINIA YOCO","361002002","","","361002002"
"PAULLINIA PINNATA","361002003","L.","","361002003"
"PAULLINIA COSTARICENSIS","361002004","","P","361002004"
"PAULLINIA TOMENTOSA","361002005","","P","361002005"
"PAULLINIA ELEGANS","361002006","CAMBESS.","S","361002006"
"PAULLINIA MELIAEFOLIA","361002007","JUSS.","S","361002007"
"PAULLINIA PSEUDOTA","361002008","RADLK.EX.WARM.","S","361002008"
"PAULLINIA SPICATA","361002009","BENTH.","S","361002009"
"URVILLEA LAEVIS","361003001","RADLK.","S","361003001"
"CARDIOSPERMUM HALICACABUM","361004001","L","","361004001"
"CARDIOSPERMUM CORINDUM","361004002","L.","N","361004002"
"CARDIOSPERMUM GRANDIFLORUM","361004003","SW.","S","361004003"
"THINOUIA SCANDENS","361006001","(TRIANA&PLANCH.)CAMBESS Z","S","361006001"
"THOUINIA TRIFOLIATA","361011001","POIT.","N","361011001"
"THOUINIA DOMINGENSIS","361011002","URB. & RADLK.","N","361011002"
"THOUINIA STRICTA","361011003","RADLK","Y","361011003"
"ALLOPHYLUS CRASSINERVIS","361012001","RADLK.","N","361012001"
"ALLOPHYLUS RACEMOSUS","361012002","SW.","N","361012002"
"ALLOPHYLUS COMINIA","361012003","(L.) SW.","N","361012003"
"ALLOPHYLLUS TIMORENSIS","361012004","BLUME","Y","361012004"
"ALLOPHYLUS TIMORENSIS","361012004","","","361012004"
"ALLOPHYLUS EDULIS","361012006","RADLK.EX.WARM.","S","361012006"
"ALLOPHYLUS SERICEUS","361012007","RADLK.EX.SITZUNGSB.","S","361012007"
"THOUINIDIUM PINNATUM","361014001","(TURP.) RADLK.","N","361014001"
"SAPINDUS ABYSSINICUS","361017001","","","361017001"
"SAPINDUS SAPONARIA","361017002","L.","N","361017002"
"KOELREUTERIA FORMOSANA","361020002","","P","361020002"
"MELICOCCUS BIJUGATUS","361038001","JACQ.","","361038001"
"SCHLEICHERA OLEOSA","361045001","","","361045001"
"DIMOCARPUS LONGAN","361051001","LOUR.","Y","361051001"
"EUPHORIA CINEREA","361051001","","P","361051001"
"EUPHORIA DIDYMA","361051002","","P","361051002"
"LITCHI CHINENSIS","361054001","","","361054001"
"LITCHI PHILIPPINENSIS","361054002","","P","361054002"
"NEPHELIUM LAPPACEUM","361057001","","","361057001"
"NEPHELIUM MUTABILE","361057002","","","361057002"
"CUPANIA SP.","361064000","","","361064000"
"CUPANIA AMERICANA","361064001","L.","N","361064001"
"CUPANIA TENUIVALVIS","361064002","RADLK.","S","361064002"
"CUPANIA VERNALIS","361064003","CAMBESS.","S","361064003"
"DILODENDRON BIPINNATUM","361067001","RADLK.","S","361067001"
"MATAYBA GUYANENSIS","361069003","AUBL.","S","361069003"
"MATAYBA JUGLANDIFOLIA","361069004","RADLK.","S","361069004"
"BLIGHIA SAPIDA","361078001","KOEN.","","361078001"
"MATAYBA SCROBICULATA","361096001","(HBK.) RADLK.","N","361096001"
"MATAYBA DOMINGENSIS","361096002","(DC.)RADLK.","L","361096002"
"KOELREUTERIA SP.","361102000","","","361102000"
"KOELREUTERIA PANICULATA","361102001","","","361102001"
"DODONAEA VISCOSA","361109001","JACQ.","N","361109001"
"HYPERLATE PANICULATA","361112001","","","361112001"
"HARPULLIA CUPANOIDES","361119001","","P","361119001"
"MAGONIA GLABRATA","361121001","A.ST.HIL.","S","361121001"
"MAGONIA PUBESCENS","361121002","A.ST.HIL.","S","361121002"
"PALAOEA FALCATA","361127001","","P","361127001"
"MELIANTHACEAE","365000000","","","365000000"
"MELIANTHUS ANUUS","365002001","","","365002001"
"IMPATIENS WALLERIANA","367001001","HOOK.F.","Y","367001001"
"IMPATIENS AMPHORATA","367001002","","","367001002"
"IMPATIENS BALSAMINA","367001003","L.","N","367001003"
"IMPATIENS SULTANII","367001004","","P","367001004"
"RHAMNACEAE","368000000","","","368000000"
"ZIZIPHUS JUJUBA","368004001","","","368004001"
"ZIZIPHUS MAURITIANA","368004002","LAM.","","368004002"
"ZIZIPHUS SPINA-CHRISTI","368004003","","","368004003"
"ZIZIPHUS RIGNONI","368004004","DELP.","N","368004004"
"ZIZIPHUS RETICULATA","368004005","(VAHL.) DC.","N","368004005"
"ZIZIPHUS RHODOXYLON","368004006","URB.","N","368004006"
"ZIZIPHUS NUMMULARIA","368004007","(BURM.FILS)W.&A.","Y","368004007"
"ZIZIPHUS RUGOSA","368004008","LAM.","Y","368004008"
"REYNOSIA AFFINES","368007001","URB & EKM.","N","368007001"
"REYNOSIA UNCINATA","368007002","URB.","L","368007002"
"RHAMNIDIUM ELAEOCARPUM","368009001","REISS.","S","368009001"
"KARWINSKYA CALONEURA","368010001","URB.","N","368010001"
"KARWINSKIA CALDERONII","368010002","","P","368010002"
"SAGERETIA ELEGANS","368016001","","P","368016001"
"RHAMNUS PRINOIDES","368018001","","","368018001"
"RHAMNUS FRANGULA","368018002","","W","368018002"
"RHAMNUS OREODENDRON","368018003","","","368018003"
"RHAMNUS SECTIPETALA","368018004","MART.","S","368018004"
"COLUBRINA ELLIPTICA","368025001","(SW.) BRIZ.","N","368025001"
"COLUBRINA ARBORESCENS","368025002","(MILL.) SARG","N","368025002"
"COLUBRINA BERTEROANA","368025003","URB.","N","368025003"
"COLUBRINA VERRUCOSA","368025004","","N","368025004"
"GOUANIA LUPULOIDES","368045001","(L.) URB.","N","368045001"
"GOUANIA POLYGAMA","368045002","(JACQ.)URB.","Y","368045002"
"GOUANIA MOLLIS","368045003","REISS.","S","368045003"
"GOUANIA VIRGATA","368045004","REISS.","S","368045004"
"CRUMENERIA ERECTA","368049001","REISS.","S","368049001"
"KRUGIODENDRON FERREUM","368052001","(VAHL) URB","N","368052001"
"VITACEAE","369000000","","","369000000"
"VITIS SP.","369001000","","","369001000"
"VITIS LABRUSCA","369001001","","","369001001"
"VITIS ROTUNDIFOLIA","369001002","","","369001002"
"VITIS VINIFERA","369001003","L.","","369001003"
"VITIS ELEGANS","369001004","","","369001004"
"VITIS TRIFOLIA","369001005","","","369001005"
"VITIS TILIAEFOLIA","369001007","H. & B.","N","369001007"
"VITIS NODOSA","369001008","MIQ.","Y","369001008"
"VITIS REPANDA","369001009","WIGHT&ARN.","Y","369001009"
"VITIS RIPARIA","369001010","","","369001010"
"VITIS RUPESTRIS","369001011","","","369001011"
"VITIS BERLANDIERI","369001012","","","369001012"
"VITIS SELLOANA","369001013","BAKER","S","369001013"
"VITIS SESSILIFOLIA","369001014","BAKER","S","369001014"
"VITIS SICYOIDES","369001015","MIQ.","S","369001015"
"VITIS SIMSIANA","369001016","BAKER","S","369001016"
"VITIS SUBERECTA","369001017","BAKER","S","369001017"
"VITIS SUBRHOMBOIDEA","369001018","BAKER","S","369001018"
"VITIS SULCICAULIS","369001019","BAKER","S","369001019"
"VITIS WARMINGII","369001020","BAKER","S","369001020"
"VITIS CAMPESTRIS","369001021","BAKER","S","369001021"
"VITIS SALUTARIS","369001022","BAKER","S","369001022"
"VITIS SCABRICAULIS","369001023","BAKER","S","369001023"
"AMPELOCISSUS ROBINSONII","369002001","PLANCH.","Y","369002001"
"PARTHENOCISSUS QUINQUEFOLIA","369007001","","","369007001"
"AMPELOPSIS ARBOREA","369008001","","","369008001"
"CISSUS SICYOIDES","369010001","L.","","369010001"
"CISSUS POPULNEA","369010002","","","369010002"
"CISSUS TRIFOLIATA","369010003","(L.) L.","N","369010003"
"CISSUS TUBERCULATA","369010004","JACQ.","N","369010004"
"CISSUS CAUSTICA","369010005","TUSS.","Y","369010005"
"CISSUS EROSA","369010006","L.C.RICH.","L","369010006"
"CISSUS RHOMBIFOLIA","369010007","","P","369010007"
"CAYRATIA JAPONICA","369013001","GAGNEPAIN","Y","369013001"
"CAYRATIA CARNOSA","369013002","GAGNEPAIN","Y","369013002"
"ELAEOCARPUS SERRATUS","371001001","","","371001001"
"SLOANEA AMYGDALINA","371002001","GRISEB.","Y","371002001"
"MUNTINGIA CALABURA","371008001","L.","","371008001"
"TILIACEAE","374000000","","","374000000"
"BERRYA CORDIFOLIA","374002001","","P","374002001"
"GLYPHAEA BREVIS","374013001","","","374013001"
"APEIBA TIBOURBOU","374014001","","","374014001"
"CORCHORUS CAPSULARIS","374017001","","","374017001"
"CORCHORUS OLITORIUS","374017002","L.","","374017002"
"CORCHORUS TRILOCULARIS","374017003","","","374017003"
"CORCHORUS SILIQUOSUS","374017004","L.","N","374017004"
"CORCHORUS HIRSUTUS","374017005","L.","N","374017005"
"CORCHORUS AESTUANS","374017006","L.","N","374017006"
"CORCHORUS HIRTUS","374017007","L.","Y","374017007"
"CORCHORUS TRIDENS","374017008","","","374017008"
"CORCHORUS FASCICULARIS","374017009","","","374017009"
"CLAPPERTONIA FICIFOLIA","374022001","","","374022001"
"CLAPPERTONIA POLYANDRA","374022002","","","374022002"
"LUEHEA SEEMANNII","374023001","","","374023001"
"LUEHEA CANDIDA","374023002","","P","374023002"
"LUEHEA DIVARICATA","374023003","MART.","S","374023003"
"LUEHEA PANICULATA","374023004","MART.","S","374023004"
"LUEHEA SPECIOSA","374023005","WILLD.","S","374023005"
"TRICHOSPERMUM OCTANDRUM","374026001","(L.)A.RICH.","L","374026001"
"TILIA SP.","374028000","","P","374028000"
"TILIA X EUROPAEA","374028001","L.","Y","374028001"
"TILIA CORDATA","374028002","MILL.","","374028002"
"TILIA X EUCHLORA","374028003","C.KOCH","","374028003"
"TILIA PLATYPHYLLOS","374028004","SCOP.","","374028004"
"GREWIA ASIATICA","374030001","","","374030001"
"BELOTIA CAMPBELLII","374037001","","P","374037001"
"TRIUMFETTA SP.","374039000","","","374039000"
"TRIUMFETTA CORDIFOLIA","374039001","","","374039001"
"TRIUMFETTA RHOMBOIDEA","374039002","JACQ.","","374039002"
"TRIUMFETTA TOMENTOSA","374039003","","","374039003"
"TRIUMFETTA PROCUMBENS","374039004","JACQ.","","374039004"
"TRIUMFETTA SEMITRILOBA","374039005","JACQ.","N","374039005"
"TRIUMFETTA LAPPULA","374039006","L.","N","374039006"
"TRIUMFETTA BOGOTENSIS","374039007","DC.","Y","374039007"
"TRIUMFETTA CALDERONII","374039008","","P","374039008"
"HELIOCARPUS APPENDICULATUS","374040001","","P","374040001"
"DICRASPIDIA DONNELL-SMITHII","374045001","","P","374045001"
"MALVACEAE","375000000","","","375000000"
"ABUTILON THEOPHRASTI","375004001","","","375004001"
"ABUTILON ABUTILOIDES","375004002","(JACQ.) GARCKE","N","375004002"
"ABUTILON UMBELLATUM","375004003","(L.) SWEET","N","375004003"
"ABUTILON HIRTUM","375004004","(LAM.) SWEET","N","375004004"
"ABUTILON BUCHII","375004005","URB.","N","375004005"
"ABUTILON LEONARDI","375004006","URB.","N","375004006"
"ABUTILON INDICUM","375004007","(L.)SWEET.","Y","375004007"
"ABUTILON CRISPUM","375004008","SWEET","S","375004008"
"ABUTILON RUFINERVE","375004009","A.ST.HIL.","S","375004009"
"WISSADULA AMPLISSIMA","375006001","(L.) R. E. FRIES","N","375006001"
"WISSADULA PERIPLOCIFOLIA","375006002","(L.) PRESL.","N","375006002"
"WISSADULA HERNANDIOIDES","375006003","U","S","375006003"
"WISSADULA ZEYLANICA","375006004","MEDIC.","S","375006004"
"SPHAERALCEA ABUTILOIDES","375007001","(L.) DESV.","N","375007001"
"MODIOLA CAROLINIANA","375008001","(L.) G. DON","","375008001"
"ALTHAEA HIRSUTA","375012001","","","375012001"
"MALVA NEGLECTA","375013001","","","375013001"
"MALVA OFFICINALE","375013002","","","375013002"
"MALVA PARVIFLORA","375013003","","","375013003"
"MALVA SILVESTRIS","375013004","","","375013004"
"MALVA PUSILLA","375013005","","","375013005"
"MALVA NICAEENSIS","375013006","","","375013006"
"MALVASTRUM COROMANDELIANUM","375016001","(L.) GARCKE","","375016001"
"MALVASTRUM CORCHORIFOLIUM","375016002","(DESR.) BRITT.","","375016002"
"MALVASTRUM AMERICANUM","375016003","(L.) TORR.","N","375016003"
"MALVASTRUM TRICUSPIDATUM","375016004","A.GRAY.","Y","375016004"
"SIDA SP.","375019000","","","375019000"
"SIDA ACUTA","375019001","BURM. F.","","375019001"
"SIDA ALBA","375019002","L.","Y","375019002"
"SIDA RHOMBIFOLIA","375019003","L.","","375019003"
"SIDA CORDIFOLIA","375019004","L.","","375019004"
"SIDA LINIFOLIA","375019005","L.","N","375019005"
"SIDA PROCUMBENS","375019006","SW.","N","375019006"
"SIDA SPINOSA","375019007","L.","N","375019007"
"SIDA URENS","375019008","L.","N","375019008"
"SIDA GLABRA","375019009","MILL.","N","375019009"
"SIDA CILIARIS","375019010","L.","N","375019010"
"SIDA JAMAICENSIS","375019011","L.","N","375019011"
"SIDA ACUMINATA","375019012","P. DC.","N","375019012"
"SIDA JAVENSIS","375019013","CAV.","N","375019013"
"SIDA GLOMERATA","375019014","CAV.","N","375019014"
"SIDA GLUTINOSA","375019015","COMMERS.","N","375019015"
"SIDA MACULATA","375019016","MACULATA","N","375019016"
"SIDA SALVIAEFOLIA","375019017","PRESL.","Y","375019017"
"SIDA HUMILIS","375019018","CAV.","L","375019018"
"SIDA DECUMBENS","375019019","","P","375019019"
"SIDA ACRANTHA","375019020","LINK.","S","375019020"
"SIDA AURANTIACA","375019021","A.ST.HIL.","S","375019021"
"SIDA DENSIFLORA","375019022","HOOK.&ARN.","S","375019022"
"SIDA MACRODON","375019023","DC.","S","375019023"
"SIDA MICRANTHA","375019024","A.ST.HIL.","S","375019024"
"SIDA TOMENTELLA","375019025","MIQ.","S","375019025"
"SIDA VIARUM","375019026","A.ST.HIL.","S","375019026"
"GAYA OCCIDENTALIS","375021001","(L.) HBK.","N","375021001"
"GAYA DOMINGENSIS","375021002","URB.","N","375021002"
"GAYA GRACILIPES","375021003","K.SCHUM.","S","375021003"
"GAYA STRICTA","375021004","U","S","375021004"
"GAYA VILLOSA","375021005","U","S","375021005"
"BASTARDIA VISCOSA","375022001","(L.) HBK.","N","375022001"
"BASTARDIA BIVALVIS","375022002","(CAV.) HBK.","N","375022002"
"BASTARDIA ELEGANS","375022003","K.SCHUM.","S","375022003"
"ANODA CRISTATA","375023001","","","375023001"
"ANODA ACERIFOLIA","375023002","DC.","N","375023002"
"ANODA DENUDATA","375023003","(NEES ET MART)K.SCHUM.","S","375023003"
"MALACHRA SP.","375026000","","","375026000"
"MALACHRA ALCEIFOLIA","375026001","JACQ.","Y","375026001"
"MALACHRA FASCIATA","375026002","JACQ.","","375026002"
"MALACHRA URENS","375026003","POIT.","N","375026003"
"MALACHRA CAPITATA","375026004","(L.) L.","N","375026004"
"URENA LOBATA","375027001","L.","","375027001"
"URENA LOBATA VAR. SINUATA","375027002","(L.) HOCHR.","N","375027002"
"PAVONIA SIDAEFOLIA","375028001","(MILL.) FAWC. & RENDLE.","","375028001"
"PAVONIA FRUTICOSA","375028002","(MILL.) FAWC. & RENDLE","N","375028002"
"PAVONIA SPINIFEX","375028003","(L.) CAV.","N","375028003"
"PAVONIA SPICATA","375028004","CAV.","N","375028004"
"PAVONIA ROSEA","375028005","","P","375028005"
